Qel	Qelflex	Qelabwteil	Qelabw	Qww	Pers	Queber	Solltemperatur Decke	Solltemperatur Decke	
kW/HH	kW/HH	kW/HH	kW/HH	l/HH	Pers/HH	Freigabe	Celsium	Celsium	
0.034395156	0	0	0.034395156	0	2	1	22	22	2503.75
0.055278952	0	0	0.055278952	0	2	1	22	22	2504
0.034673592	0	0	0.034673592	0	0	1	22.5	22	2504.25
0.052016592	0	0	0.052016592	0	0	1	23	22	2504.5
0.034280652	0	0	0.034280652	0	0	1	23.5	22	2504.75
0.710833724	0.567086684	0	0.710833724	0	0	1	24	22	2505
1.44733586	0.935581876	0	1.44733586	0	0	1	24.5	22	2505.25
1.220506548	0.827652016	0	1.220506548	0	0	1	25	22	2505.5
1.704777804	0.731636948	0	1.704777804	0	0	1	25.5	22	2505.75
2.237473676	0.919792076	0	2.237473676	0	0	1	26	22	2506
0.297980584	0.2634644	0	0.297980584	0	2	1	26.5	22	2506.25
0.050260892	0	0	0.050260892	0	2	1	27	22	2506.5
0.045375636	0	0	0.045375636	20	2	1	27.5	22	2506.75
0.544494376	0	0	0.544494376	0	2	1	28	22	2507
1.7042032	0	0	1.7042032	0	0	1	28.5	22	2507.25
0.154874092	0	0	0.154874092	0	0	1	29	22	2507.5
0.133035416	0	0	0.133035416	0	0	1	29.5	22	2507.75
0.260099844	0	0	0.260099844	0	0	1	30	22	2508
0.300409008	0	0	0.300409008	0	2	1	30.5	22	2508.25
0.300531972	0	0	0.300531972	0	2	1	31	22	2508.5
0.317312828	0	0	0.317312828	0	2	1	31.5	22	2508.75
0.310201616	0	0	0.310201616	0	2	1	32	22	2509
0.182812648	0	0	0.182812648	0	2	1	32.5	22	2509.25
0.06379112	0	0	0.06379112	0	2	1	33	22	2509.5
0.140490304	0	0	0.140490304	0	2	1	33.5	22	2509.75
0.118843172	0	0	0.118843172	0	2	1	34	22	2510
0.034646652	0	0	0.034646652	0	2	1	34	22	2510.25
0.051981748	0	0	0.051981748	0	2	1	34	22	2510.5
0.040417424	0	0	0.040417424	0	2	1	34	22	2510.75
0.044855268	0	0	0.044855268	0	2	1	34	22	2511
0.073816592	0	0	0.073816592	0	2	1	34	22	2511.25
0.121789508	0	0	0.121789508	0	2	1	34	22	2511.5
0.083774724	0	0	0.083774724	0	2	1	34	22	2511.75
0.252346156	0	0	0.252346156	20	2	1	34	22	2512
0.048825444	0	0	0.048825444	60	2	1	33.5	22	2512.25
0.376817792	0	0	0.376817792	80	2	1	33	22	2512.5
0.211345348	0	0	0.211345348	10	2	1	32.5	22	2512.75
0.068195768	0	0	0.068195768	10	2	1	32	22	2513
0.034800068	0	0	0.034800068	0	2	1	31.5	22	2513.25
0.055374516	0	0	0.055374516	0	2	1	31	22	2513.5
0.034603816	0	0	0.034603816	0	2	1	30.5	22	2513.75
0.42831246	0.373121704	0.373121704	0.241751608	0	2	1	30	22	2514
1.63133442	1.596425016	1.596425016	0.833121912	0	2	0	29.5	22	2514.25
0.133445076	0.080939252	0.080939252	0.09297545	0	2	0	29	22	2514.5
0.184969096	0.113406164	0.113406164	0.128266014	0	2	0	28.5	22	2514.75
0.178872548	0.033603164	0.033603164	0.162070966	0	2	0	28	22	2515
0.82602632	0.765887648	0	0.82602632	0	2	0	27.5	22	2515.25
2.666417576	2.109476772	1.024858368	2.153988392	0	2	0	27	22	2515.5
2.197175884	0.762602048	0.091620556	2.151365606	0	2	0	26.5	22	2515.75
1.02934102	0.968866532	0.113308276	0.972686882	0	2	0	26	22	2516
0.878087612	0.843483036	0.121010352	0.817582436	0	0	0	25.5	22	2516.25
0.229057728	0.179029492	0.0002736	0.228920928	20	0	0	25	22	2516.5
0.035251772	0	0	0.035251772	0	0	0	24.5	22	2516.75
0.139962708	0	0	0.139962708	0	0	0	24	22	2517
0.142255872	0	0	0.142255872	0	0	0	23.5	22	2517.25
0.06933778	0.001390128	0.001390128	0.068642716	20	0	0	23	22	2517.5
2.25620506	0.928882772	0.928882772	1.791763674	0	0	0	22.5	22	2517.75
2.932687712	0.630545688	0.630545688	2.617414868	0	0	0	22	22	2518
0.731272532	0.027823944	0.027823944	0.71736056	0	2	0	22	22	2518.25
1.434634616	0.160283748	0.160283748	1.354492742	0	2	0	22	22	2518.5
0.135577768	0.0082844	0.0082844	0.131435568	0	2	0	22	22	2518.75
0.050251612	0.0010236	0.0010236	0.049739812	0	2	0	22	22	2519
0.113640064	0	0	0.113640064	0	0	0	22	22	2519.25
0.150537468	0	0	0.150537468	0	0	0	22	22	2519.5
0.08956582	0	0	0.08956582	0	0	0	22	22	2519.75
0.0545625	0	0	0.0545625	0	0	0	22	22	2520
0.076111424	0	0	0.076111424	0	2	0	22	22	2520.25
0.054996304	0	0	0.054996304	0	2	0	22	22	2520.5
0.055698276	0	0	0.055698276	0	2	0	22	22	2520.75
0.034571988	0	0	0.034571988	0	2	0	22	22	2521
0.051846768	0	0	0.051846768	0	2	0	22	22	2521.25
0.048592888	0	0	0.048592888	0	2	0	22	22	2521.5
0.1448812	0	0	0.1448812	0	2	0	22	22	2521.75
0.125185868	0	0	0.125185868	0	2	0	22	22	2522
0.040254032	0	0	0.040254032	0	2	0	22	22	2522.25
0.046087304	0	0	0.046087304	0	2	0	22	22	2522.5
0.03501612	0	0	0.03501612	0	2	0	22	22	2522.75
0.05535656	0	0	0.05535656	0	2	0	22	22	2523
0.035317172	0	0	0.035317172	0	2	0	22	22	2523.25
0.051803308	0	0	0.051803308	0	2	0	22	22	2523.5
0.235352596	0	0	0.235352596	0	2	0	22	22	2523.75
1.745880856	0	0	1.745880856	0	2	0	22	22	2524
0.066796	0	0	0.066796	0	2	0	22	22	2524.25
0.125078544	0	0	0.125078544	0	2	0	22	22	2524.5
0.439567728	0	0	0.439567728	60	2	0	22	22	2524.75
0.060659736	0	0	0.060659736	10	2	0	22	22	2525
0.053294408	0	0	0.053294408	0	2	0	22	22	2525.25
0.035355972	0	0	0.035355972	0	2	0	22	22	2525.5
0.051440244	0	0	0.051440244	0	2	0	22	22	2525.75
0.035285404	0	0	0.035285404	0	2	0	22	22	2526
0.05691874	0	0	0.05691874	0	2	0	22	22	2526.25
0.035391604	0	0	0.035391604	0	2	0	22	22	2526.5
0.056926344	0	0	0.056926344	0	2	0	22	22	2526.75
0.03517708	0	0	0.03517708	0	2	0	22	22	2527
0.077587148	0	0	0.077587148	0	2	0	22	22	2527.25
0.141001736	0	0	0.141001736	0	2	0	22	22	2527.5
0.092991304	0	0	0.092991304	0	2	0	22	22	2527.75
0.050027736	0	0	0.050027736	0	2	0	22	22	2528
0.0348947	0	0	0.0348947	0	0	0	22.5	22	2528.25
0.055154088	0	0	0.055154088	0	0	0	23	22	2528.5
0.034901192	0	0	0.034901192	0	0	0	23.5	22	2528.75
0.056520132	0	0	0.056520132	0	0	0	24	22	2529
0.03478558	0	0	0.03478558	0	0	0	24.5	22	2529.25
0.050056068	0	0	0.050056068	0	0	0	25	22	2529.5
0.454234628	0	0	0.454234628	0	0	0	25.5	22	2529.75
0.480962396	0	0	0.480962396	0	0	0	26	22	2530
1.145933408	1.018550156	0	1.145933408	0	2	0	26.5	22	2530.25
0.99426938	0.892919304	0	0.99426938	0	2	0	27	22	2530.5
0.851022152	0.81570848	0	0.851022152	0	2	0	27.5	22	2530.75
0.818625596	0.783684968	0	0.818625596	0	2	0	28	22	2531
0.26148128	0.204819136	0	0.26148128	0	0	0	28.5	22	2531.25
0.038635204	0	0	0.038635204	20	0	0	29	22	2531.5
0.331850096	0	0	0.331850096	20	0	0	29.5	22	2531.75
0.360855124	0	0	0.360855124	0	0	0	30	22	2532
0.337938764	0	0	0.337938764	0	2	0	30.5	22	2532.25
0.286476852	0	0	0.286476852	0	2	0	31	22	2532.5
0.362906292	0	0	0.362906292	0	2	0	31.5	22	2532.75
0.382043196	0	0	0.382043196	0	2	0	32	22	2533
0.198804212	0	0	0.198804212	0	2	0	32.5	22	2533.25
0.03468668	0	0	0.03468668	0	2	0	33	22	2533.5
0.045118168	0	0	0.045118168	0	2	0	33.5	22	2533.75
0.045564712	0	0	0.045564712	0	2	0	34	22	2534
0.04046912	0	0	0.04046912	0	2	0	34	22	2534.25
0.050027636	0	0	0.050027636	0	2	0	34	22	2534.5
0.040475428	0	0	0.040475428	0	2	0	34	22	2534.75
0.106774804	0	0	0.106774804	0	2	0	34	22	2535
0.160751148	0	0	0.160751148	0	2	0	34	22	2535.25
0.129884032	0	0	0.129884032	0	2	0	34	22	2535.5
0.099556932	0	0	0.099556932	20	2	0	34	22	2535.75
0.327900348	0	0	0.327900348	70	2	0	34	22	2536
1.66127918	0	0	1.66127918	20	2	0	33.5	22	2536.25
0.351958236	0	0	0.351958236	40	2	0	33	22	2536.5
0.051994876	0	0	0.051994876	0	2	0	32.5	22	2536.75
0.329256256	0	0	0.329256256	10	2	0	32	22	2537
0.136120864	0	0	0.136120864	20	2	0	31.5	22	2537.25
0.107518136	0	0	0.107518136	20	2	0	31	22	2537.5
1.850678632	0	0	1.850678632	0	2	0	30.5	22	2537.75
0.137988548	0	0	0.137988548	0	2	0	30	22	2538
0.056833172	0	0	0.056833172	0	2	0	29.5	22	2538.25
0.034431292	0	0	0.034431292	0	2	0	29	22	2538.5
0.040002872	0	0	0.040002872	0	2	0	28.5	22	2538.75
0.062879984	0.011425144	0.011425144	0.057167412	0	2	0	28	22	2539
1.607471144	1.480947488	1.480947488	0.8669974	0	2	0	27.5	22	2539.25
0.352110512	0.164072592	0.164072592	0.270074216	0	2	0	27	22	2539.5
0.140276664	0.027777332	0.027777332	0.126387998	20	2	0	26.5	22	2539.75
0.376135204	0.277965728	0.277965728	0.23715234	0	2	0	26	22	2540
0.065771532	0.00938328	0.00938328	0.061079892	0	0	0	25.5	22	2540.25
0.050684648	0	0	0.050684648	0	0	0	25	22	2540.5
0.04457354	0	0	0.04457354	0	0	0	24.5	22	2540.75
0.051264144	0	0	0.051264144	0	0	0	24	22	2541
0.040233128	0	0	0.040233128	0	0	0	23.5	22	2541.25
0.044733944	0	0	0.044733944	20	0	0	23	22	2541.5
0.055508884	0	0	0.055508884	140	0	0	22.5	22	2541.75
0.081309544	0	0	0.081309544	280	0	0	22	22	2542
0.147654476	0	0	0.147654476	0	2	0	22	22	2542.25
0.097701784	0	0	0.097701784	0	2	0	22	22	2542.5
0.065817896	0	0	0.065817896	20	2	0	22	22	2542.75
0.0506114	0	0	0.0506114	0	2	0	22	22	2543
0.316286272	0	0	0.316286272	0	0	0	22	22	2543.25
0.356319664	0	0	0.356319664	0	0	0	22	22	2543.5
1.75928682	0	0	1.75928682	0	0	0	22	22	2543.75
0.06281292	0	0	0.06281292	0	0	1	22	22	2544
0.066809624	0	0	0.066809624	0	2	1	22	22	2544.25
0.049273856	0	0	0.049273856	0	2	1	22	22	2544.5
0.13897416	0	0	0.13897416	0	2	1	22	22	2544.75
0.119188736	0	0	0.119188736	0	2	1	22	22	2545
0.052073412	0	0	0.052073412	0	2	1	22	22	2545.25
0.03480682	0	0	0.03480682	0	2	1	22	22	2545.5
0.057496104	0	0	0.057496104	0	2	1	22	22	2545.75
0.0350307	0	0	0.0350307	0	2	1	22	22	2546
0.056880728	0	0	0.056880728	0	2	1	22	22	2546.25
0.035031792	0	0	0.035031792	0	2	1	22	22	2546.5
0.0554266	0	0	0.0554266	0	2	1	22	22	2546.75
0.038329984	0	0	0.038329984	20	2	1	22	22	2547
0.1550216	0	0	0.1550216	0	2	1	22	22	2547.25
0.149136324	0	0	0.149136324	0	2	1	22	22	2547.5
0.10309142	0	0	0.10309142	20	2	1	22	22	2547.75
0.468265296	0	0	0.468265296	60	2	1	22	22	2548
0.318252856	0	0	0.318252856	0	2	1	22	22	2548.25
0.44946946	0	0	0.44946946	50	2	1	22	22	2548.5
0.453951712	0	0	0.453951712	10	2	1	22	22	2548.75
0.322332528	0.023605424	0.023605424	0.310529816	10	2	1	22	22	2549
1.4602553	1.145996836	1.145996836	0.887256882	20	2	1	22	22	2549.25
0.13991418	0.100130932	0.100130932	0.089848714	0	2	1	22	22	2549.5
0.224222036	0.097864592	0.097864592	0.17528974	0	2	1	22	22	2549.75
0.240678952	0.120773044	0.120773044	0.18029243	0	2	1	22	22	2550
0.095595764	0.012379768	0.012379768	0.08940588	0	2	1	22	22	2550.25
0.318123116	0.283472972	0	0.318123116	0	2	1	22	22	2550.5
1.2137183	1.028255256	0	1.2137183	0	2	1	22	22	2550.75
1.01133244	0.893362224	0	1.01133244	20	2	1	22	22	2551
1.546799312	0.834536236	0	1.546799312	20	2	1	22	22	2551.25
2.308012868	0.8995748	0	2.308012868	0	2	1	22	22	2551.5
0.221390196	0.1634709	0	0.221390196	0	2	1	22	22	2551.75
0.035054872	0	0	0.035054872	0	2	1	22	22	2552
1.778078084	0	0	1.778078084	0	0	1	22.5	22	2552.25
2.694517212	0	0	2.694517212	0	0	1	23	22	2552.5
0.935822844	0	0	0.935822844	0	0	1	23.5	22	2552.75
0.050182712	0	0	0.050182712	0	0	1	24	22	2553
1.105827092	0	0	1.105827092	0	0	1	24.5	22	2553.25
0.377300168	0	0	0.377300168	0	0	1	25	22	2553.5
0.086144832	0	0	0.086144832	0	0	1	25.5	22	2553.75
0.06089644	0	0	0.06089644	280	0	1	26	22	2554
0.055481892	0	0	0.055481892	40	2	1	26.5	22	2554.25
0.060200024	0	0	0.060200024	0	2	1	27	22	2554.5
0.157111864	0	0	0.157111864	0	2	1	27.5	22	2554.75
0.133734088	0	0	0.133734088	0	2	1	28	22	2555
0.076754832	0	0	0.076754832	0	0	1	28.5	22	2555.25
0.094348588	0	0	0.094348588	20	0	1	29	22	2555.5
0.354214312	0	0	0.354214312	0	0	1	29.5	22	2555.75
0.4815992	0	0	0.4815992	0	0	1	30	22	2556
0.494346928	0	0	0.494346928	0	2	0	30.5	22	2556.25
0.769070988	0	0	0.769070988	0	2	0	31	22	2556.5
0.31313572	0	0	0.31313572	0	2	0	31.5	22	2556.75
0.24536214	0	0	0.24536214	0	2	0	32	22	2557
0.146280516	0	0	0.146280516	0	2	0	32.5	22	2557.25
0.124656552	0	0	0.124656552	0	2	0	33	22	2557.5
0.050073884	0	0	0.050073884	0	2	0	33.5	22	2557.75
0.034411852	0	0	0.034411852	0	2	0	34	22	2558
0.055918408	0	0	0.055918408	0	2	0	34	22	2558.25
0.034646512	0	0	0.034646512	0	2	0	34	22	2558.5
0.055758904	0	0	0.055758904	0	2	0	34	22	2558.75
0.034948388	0	0	0.034948388	0	2	0	34	22	2559
0.050075124	0	0	0.050075124	0	2	0	34	22	2559.25
0.038327628	0	0	0.038327628	20	2	0	34	22	2559.5
0.956894764	0	0	0.956894764	0	2	0	34	22	2559.75
0.944735228	0	0	0.944735228	0	2	0	34	22	2560
0.103882812	0	0	0.103882812	0	2	0	33.5	22	2560.25
0.35050134	0	0	0.35050134	10	2	0	33	22	2560.5
0.070583884	0	0	0.070583884	80	2	0	32.5	22	2560.75
0.041563552	0	0	0.041563552	0	2	0	32	22	2561
0.051794336	0	0	0.051794336	0	2	0	31.5	22	2561.25
0.034757796	0	0	0.034757796	0	2	0	31	22	2561.5
0.051791796	0	0	0.051791796	0	2	0	30.5	22	2561.75
0.0349163	0	0	0.0349163	0	2	0	30	22	2562
0.097365832	0	0	0.097365832	0	2	0	29.5	22	2562.25
0.1237389	0	0	0.1237389	0	2	0	29	22	2562.5
0.10647336	0	0	0.10647336	0	2	0	28.5	22	2562.75
0.034999316	0	0	0.034999316	0	2	0	28	22	2563
0.052031188	0	0	0.052031188	0	2	0	27.5	22	2563.25
0.034946828	0	0	0.034946828	0	2	0	27	22	2563.5
0.055189508	0	0	0.055189508	0	2	0	26.5	22	2563.75
0.035588248	0	0	0.035588248	0	2	0	26	22	2564
0.044812964	0	0	0.044812964	0	0	0	25.5	22	2564.25
0.04658346	0	0	0.04658346	0	0	0	25	22	2564.5
0.045420916	0	0	0.045420916	0	0	0	24.5	22	2564.75
0.127491156	0	0	0.127491156	0	0	0	24	22	2565
0.121072228	0	0	0.121072228	0	0	0	23.5	22	2565.25
0.040645324	0	0	0.040645324	0	0	0	23	22	2565.5
0.040972468	0	0	0.040972468	0	0	0	22.5	22	2565.75
0.050056968	0	0	0.050056968	0	0	0	22	22	2566
0.063521588	0	0	0.063521588	0	2	0	22	22	2566.25
0.09810718	0	0	0.09810718	0	2	0	22	22	2566.5
0.075748056	0	0	0.075748056	0	2	0	22	22	2566.75
0.118078528	0	0	0.118078528	0	2	0	22	22	2567
0.131463764	0	0	0.131463764	40	0	0	22	22	2567.25
0.887016176	0	0	0.887016176	0	0	0	22	22	2567.5
0.979958676	0	0	0.979958676	0	0	0	22	22	2567.75
0.071183756	0	0	0.071183756	0	0	0	22	22	2568
0.05080024	0	0	0.05080024	0	2	0	22	22	2568.25
0.055994968	0	0	0.055994968	0	2	0	22	22	2568.5
0.034703072	0	0	0.034703072	0	2	0	22	22	2568.75
0.051278872	0	0	0.051278872	0	2	0	22	22	2569
0.110033048	0	0	0.110033048	0	2	0	22	22	2569.25
0.141027736	0	0	0.141027736	0	2	0	22	22	2569.5
0.074464992	0	0	0.074464992	0	2	0	22	22	2569.75
0.05142956	0	0	0.05142956	0	2	0	22	22	2570
0.0349497	0	0	0.0349497	0	2	0	22	22	2570.25
0.055915316	0	0	0.055915316	0	2	0	22	22	2570.5
0.034676792	0	0	0.034676792	0	2	0	22	22	2570.75
0.050405152	0	0	0.050405152	0	2	0	22	22	2571
0.046215884	0	0	0.046215884	0	2	0	22	22	2571.25
0.041269016	0	0	0.041269016	0	2	0	22	22	2571.5
0.066601604	0	0	0.066601604	0	2	0	22	22	2571.75
0.096209788	0	0	0.096209788	0	2	0	22	22	2572
0.458844428	0	0	0.458844428	10	2	0	22	22	2572.25
0.099934708	0	0	0.099934708	20	2	0	22	22	2572.5
0.15426492	0	0	0.15426492	80	2	0	22	22	2572.75
0.315828952	0	0	0.315828952	20	2	0	22	22	2573
0.300411956	0	0	0.300411956	0	2	0	22	22	2573.25
0.310308672	0	0	0.310308672	0	2	0	22	22	2573.5
0.295638536	0	0	0.295638536	0	2	0	22	22	2573.75
0.319115856	0	0	0.319115856	0	2	0	22	22	2574
0.088779488	0	0	0.088779488	0	2	0	22	22	2574.25
0.141823796	0	0	0.141823796	0	2	0	22	22	2574.5
0.11491974	0	0	0.11491974	0	2	0	22	22	2574.75
0.055094272	0	0	0.055094272	0	2	0	22	22	2575
0.035348512	0	0	0.035348512	0	2	0	22	22	2575.25
0.055422048	0	0	0.055422048	0	2	0	22	22	2575.5
0.035075312	0	0	0.035075312	0	2	0	22	22	2575.75
0.055469288	0	0	0.055469288	0	2	0	22	22	2576
0.035368252	0	0	0.035368252	0	0	0	22.5	22	2576.25
0.055709888	0	0	0.055709888	0	0	0	23	22	2576.5
0.090723464	0	0	0.090723464	0	0	0	23.5	22	2576.75
0.144458284	0	0	0.144458284	0	0	0	24	22	2577
0.064873776	0	0	0.064873776	0	0	0	24.5	22	2577.25
0.416998944	0	0	0.416998944	0	0	0	25	22	2577.5
0.501452908	0	0	0.501452908	0	0	0	25.5	22	2577.75
0.656130672	0	0	0.656130672	0	0	0	26	22	2578
1.09423836	0.015045124	0.015045124	1.086715798	20	2	0	26.5	22	2578.25
1.510459304	1.45904074	1.45904074	0.780938934	0	2	0	27	22	2578.5
0.572531044	0.52426554	0.52426554	0.310398274	20	2	0	27.5	22	2578.75
0.141876408	0.02701454	0.02701454	0.128369138	0	2	0	28	22	2579
0.198006732	0.026021432	0.026021432	0.184996016	0	0	0	28.5	22	2579.25
0.606803896	0.384237264	0.384237264	0.414685264	0	0	0	29	22	2579.5
0.090710356	0.009404936	0.009404936	0.086007888	0	0	0	29.5	22	2579.75
0.089723	0	0	0.089723	0	0	0	30	22	2580
0.055163076	0	0	0.055163076	0	2	0	30.5	22	2580.25
0.071493176	0	0	0.071493176	0	2	0	31	22	2580.5
0.050719624	0	0	0.050719624	0	2	0	31.5	22	2580.75
0.055415672	0	0	0.055415672	0	2	0	32	22	2581
0.034925344	0	0	0.034925344	0	2	0	32.5	22	2581.25
0.076270952	0	0	0.076270952	0	2	0	33	22	2581.5
0.1260712	0	0	0.1260712	0	2	0	33.5	22	2581.75
0.142121492	0	0	0.142121492	0	2	0	34	22	2582
0.053575412	0	0	0.053575412	0	2	0	34	22	2582.25
0.050000056	0	0	0.050000056	0	2	0	34	22	2582.5
0.0347077	0	0	0.0347077	0	2	0	34	22	2582.75
0.051994708	0	0	0.051994708	0	2	0	34	22	2583
0.035948704	0	0	0.035948704	0	2	0	34	22	2583.25
0.056110684	0	0	0.056110684	0	2	0	34	22	2583.5
0.034879016	0	0	0.034879016	0	2	0	34	22	2583.75
0.374163352	0	0	0.374163352	50	2	0	34	22	2584
0.8167123	0	0	0.8167123	20	2	0	33.5	22	2584.25
1.15230078	0	0	1.15230078	0	2	0	33	22	2584.5
0.124713364	0	0	0.124713364	0	2	0	32.5	22	2584.75
0.132421304	0	0	0.132421304	0	2	0	32	22	2585
0.035452128	0	0	0.035452128	0	2	0	31.5	22	2585.25
0.046614652	0	0	0.046614652	0	2	0	31	22	2585.5
0.034897716	0	0	0.034897716	0	2	0	30.5	22	2585.75
0.051906312	0	0	0.051906312	0	2	1	30	22	2586
0.03454494	0	0	0.03454494	0	2	1	29.5	22	2586.25
0.052947704	0	0	0.052947704	0	2	1	29	22	2586.5
0.03518384	0	0	0.03518384	0	2	1	28.5	22	2586.75
0.116970956	0	0	0.116970956	0	2	1	28	22	2587
0.127220284	0	0	0.127220284	0	2	1	27.5	22	2587.25
0.0753826	0	0	0.0753826	0	2	1	27	22	2587.5
0.050485092	0	0	0.050485092	0	2	1	26.5	22	2587.75
0.039733904	0	0	0.039733904	0	2	1	26	22	2588
0.039905552	0	0	0.039905552	0	0	1	25.5	22	2588.25
0.050114908	0	0	0.050114908	0	0	1	25	22	2588.5
0.034602232	0	0	0.034602232	0	0	1	24.5	22	2588.75
0.055374972	0	0	0.055374972	0	0	1	24	22	2589
0.034554368	0	0	0.034554368	0	0	1	23.5	22	2589.25
0.0934627	0	0	0.0934627	0	0	1	23	22	2589.5
0.127459644	0	0	0.127459644	20	0	1	22.5	22	2589.75
0.851312664	0.767750936	0.767750936	0.467437196	0	0	1	22	22	2590
2.259486216	0.388650416	0.388650416	2.065161008	0	2	1	22	22	2590.25
0.14868688	0.085636556	0.085636556	0.105868602	0	2	1	22	22	2590.5
0.149509836	0.114004208	0.114004208	0.092507732	20	2	1	22	22	2590.75
0.14431932	0.089179992	0.089179992	0.099729324	0	2	1	22	22	2591
0.231412024	0	0	0.231412024	0	0	1	22	22	2591.25
0.378281792	0	0	0.378281792	0	0	1	22	22	2591.5
0.426163584	0	0	0.426163584	0	0	1	22	22	2591.75
0.476491028	0	0	0.476491028	0	0	1	22	22	2592
0.365922212	0	0	0.365922212	0	2	1	22	22	2592.25
0.294508612	0	0	0.294508612	0	2	1	22	22	2592.5
0.266058028	0	0	0.266058028	0	2	1	22	22	2592.75
0.034946248	0	0	0.034946248	0	2	1	22	22	2593
0.056025936	0	0	0.056025936	0	2	1	22	22	2593.25
0.03511022	0	0	0.03511022	0	2	1	22	22	2593.5
0.051682432	0	0	0.051682432	0	2	1	22	22	2593.75
0.047501908	0	0	0.047501908	0	2	1	22	22	2594
0.15009582	0	0	0.15009582	0	2	1	22	22	2594.25
0.113554428	0	0	0.113554428	0	2	1	22	22	2594.5
0.052063616	0	0	0.052063616	0	2	1	22	22	2594.75
0.039816888	0	0	0.039816888	0	2	1	22	22	2595
0.064821192	0	0	0.064821192	20	2	1	22	22	2595.25
0.0550387	0	0	0.0550387	0	2	1	22	22	2595.5
0.065052572	0	0	0.065052572	0	2	1	22	22	2595.75
0.075630624	0	0	0.075630624	60	2	1	22	22	2596
0.20877976	0	0	0.20877976	0	2	1	22	22	2596.25
0.064840452	0	0	0.064840452	0	2	1	22	22	2596.5
0.146552932	0	0	0.146552932	40	2	1	22	22	2596.75
0.1148765	0	0	0.1148765	0	2	1	22	22	2597
0.049735136	0	0	0.049735136	0	2	1	22	22	2597.25
0.034573092	0	0	0.034573092	0	2	1	22	22	2597.5
0.051621148	0	0	0.051621148	0	2	1	22	22	2597.75
0.035324276	0	0	0.035324276	0	2	1	22	22	2598
0.051957016	0	0	0.051957016	0	2	0	22	22	2598.25
0.034939996	0	0	0.034939996	0	2	0	22	22	2598.5
0.0569655	0	0	0.0569655	0	2	0	22	22	2598.75
0.896603576	0.861533572	0	0.896603576	0	2	0	22	22	2599
0.934885228	0.83084464	0	0.934885228	0	2	0	22	22	2599.25
0.7733664	0.651029012	0	0.7733664	0	2	0	22	22	2599.5
0.64607816	0.534095472	0	0.64607816	0	2	0	22	22	2599.75
0.034307208	0	0	0.034307208	0	2	0	22	22	2600
0.050372744	0	0	0.050372744	0	0	0	22.5	22	2600.25
0.039715084	0	0	0.039715084	0	0	0	23	22	2600.5
0.045848312	0	0	0.045848312	0	0	0	23.5	22	2600.75
0.046420024	0	0	0.046420024	20	0	0	24	22	2601
0.543298316	0	0	0.543298316	0	0	0	24.5	22	2601.25
0.238414916	0	0	0.238414916	0	0	0	25	22	2601.5
1.747151624	0	0	1.747151624	0	0	0	25.5	22	2601.75
0.465854688	0	0	0.465854688	0	0	0	26	22	2602
0.145168504	0	0	0.145168504	0	2	0	26.5	22	2602.25
0.058203576	0	0	0.058203576	0	2	0	27	22	2602.5
0.127050732	0	0	0.127050732	0	2	0	27.5	22	2602.75
0.110381496	0	0	0.110381496	0	2	0	28	22	2603
0.133116052	0	0	0.133116052	0	0	0	28.5	22	2603.25
1.693684096	0	0	1.693684096	0	0	0	29	22	2603.5
0.12020138	0	0	0.12020138	20	0	0	29.5	22	2603.75
0.103666204	0	0	0.103666204	0	0	0	30	22	2604
0.070911764	0	0	0.070911764	0	2	0	30.5	22	2604.25
0.091146196	0	0	0.091146196	0	2	0	31	22	2604.5
0.14305306	0	0	0.14305306	0	2	0	31.5	22	2604.75
0.1149528	0	0	0.1149528	0	2	0	32	22	2605
0.055653952	0	0	0.055653952	0	2	0	32.5	22	2605.25
0.03589492	0	0	0.03589492	0	2	0	33	22	2605.5
0.056210692	0	0	0.056210692	0	2	0	33.5	22	2605.75
0.040738376	0	0	0.040738376	0	2	0	34	22	2606
0.046582428	0	0	0.046582428	0	2	0	34	22	2606.25
0.05209044	0	0	0.05209044	0	2	0	34	22	2606.5
0.035023492	0	0	0.035023492	0	2	0	34	22	2606.75
0.086626708	0	0	0.086626708	0	2	0	34	22	2607
0.124303472	0	0	0.124303472	0	2	0	34	22	2607.25
0.110662932	0	0	0.110662932	0	2	0	34	22	2607.5
0.060833744	0	0	0.060833744	20	2	0	34	22	2607.75
0.342130376	0	0	0.342130376	40	2	0	34	22	2608
0.131126676	0	0	0.131126676	70	2	0	33.5	22	2608.25
0.503904952	0	0	0.503904952	0	2	0	33	22	2608.5
0.446630584	0	0	0.446630584	0	2	0	32.5	22	2608.75
0.79835634	0	0	0.79835634	0	2	0	32	22	2609
0.360100892	0	0	0.360100892	0	2	0	31.5	22	2609.25
0.293125784	0	0	0.293125784	0	2	0	31	22	2609.5
0.245548456	0	0	0.245548456	0	2	0	30.5	22	2609.75
0.112325076	0	0	0.112325076	0	2	0	30	22	2610
0.0466215	0	0	0.0466215	0	2	0	29.5	22	2610.25
0.045928808	0	0	0.045928808	0	2	0	29	22	2610.5
0.044566336	0	0	0.044566336	0	2	0	28.5	22	2610.75
0.045010004	0	0	0.045010004	0	2	0	28	22	2611
0.040521956	0	0	0.040521956	0	2	0	27.5	22	2611.25
0.045500676	0	0	0.045500676	0	2	0	27	22	2611.5
0.04147752	0	0	0.04147752	0	2	0	26.5	22	2611.75
0.094813304	0	0	0.094813304	0	2	0	26	22	2612
