1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
Nutzung	Qel_MFH_groﬂ	WW_MFH_groﬂ	EW_MFH_groﬂ	WindAPG_2013	WindAPG_2014	WindAPG_2015	Wind_2030_TU	WEB_2013	WEB_2014	WEB_2015	WEB_2016	CO2_Strommix_2015	CO2_Strommix_2050opti	Laufwasser	PV	Wind	Nachfrage	Differenz1	Biomasse_opt	Differenz2	Geothermie_opt	Differenz3	‹berschuss_2050	Unterschuss_2050	Taussen_48Stunden	IGS_48Stunden	IGN_48Stunden	Leistung Klein
Einheit	KW_ges1000000kWh/a	KW_ges1000000kWh/a	100_EW	1.37	2.176	2.549	6.677	0	0	4.53	0	52.4	453.5	9	9.5	4.4	13	10.6	0.3	10.3	2.5	7.8	9.4	7.8	ta                       	igs                      	ign                      	Pklein
Dienstleistung	Lastsyn	WW	Anzahl_Pers	GW	GW	GW	GW	MW	MW	MW	MW	CO2 [g/kWh]	CO2 [g/kWh]	GW	GW	GW	GW	GW	GW	GW	GW	GW	GW	GW	∞C	W/m≤	W/m≤	W
4396	48.99	52.99	80	0.3402503	0.6154378	0.0742528	1.429481922	0	0	0.035238	0	34.61735817	279.6641113	2.963906481	0	1.25549301	6.495402912	2.27600342	0.270098507	2.005904914	2.467812283	-0.46190737	0.46190737	0	17.65	1.54030683	1.54030683	1.54030683
4397	59.48	106.85	80	0.3319225	0.5230045	0.0989355	1.79068333	0	0	0.003933	0	34.76399424	248.1593651	3.335072101	0.052206635	1.06692918	7.143285917	2.689078001	0.270098507	2.418979494	2.467812283	-0.048832789	0.048832789	0	17.45	6.685576471	6.685576471	6.685576471
4398	98.28	159.84	80	0.3248568	0.4519668	0.1191575	1.657148262	0	0	0.001026	0	34.69491653	219.7188462	3.459480315	0.63309119	0.92201217	8.555318857	3.540735183	0.270098507	3.270636676	2.467812283	0.802824393	0	0.802824393	17.05	21.32258994	21.32258994	21.32258994
4399	130.23	266.69	80	0.183749	0.344227	0.120374	1.661526462	0	0	0.008286	0	36.89996257	260.6081432	4.135489405	2.057335236	0.70222308	9.610585763	2.715538042	0.270098507	2.445439536	2.467812283	-0.022372748	0.022372748	0	16.95	31.40607422	31.40607422	31.40607422
4400	142.18	266.69	80	0.1497385	0.3481168	0.1271145	1.56958429	0	0	0.347025	0	38.05498468	255.604935	4.189457428	3.799517645	0.71015817	10.37627736	1.677144116	0.270098507	1.407045609	2.467812283	-1.060766674	1.060766674	0	16.85	38.4479115	38.4479115	38.4479115
4401	144.64	212.82	30	0.2485035	0.3804333	0.2353858	1.081415115	0	0	0.99996	0	34.15819217	253.5475887	4.280487828	5.668308959	0.77608383	10.55048504	-0.174395574	0	-0.174395574	0	-0.174395574	0.174395574	0	16.8	60.94837417	60.33611215	60.33611215
4402	139.8	133.35	30	0.4432033	0.332352	0.3994728	0.626082434	0	0	1.124469	0	36.06811734	244.8000014	3.98648131	7.289108258	0.67799808	10.46890549	-1.484682162	0	-1.484682162	0	-1.484682162	1.484682162	0	17.25	74.7994177	72.98146447	72.98146447
4403	142.51	106.85	30	0.6120973	0.2357705	0.4752865	0.394037893	0	0	0.801735	0	36.85569289	259.1942441	4.306171406	8.324179809	0.48097182	10.3519962	-2.759326836	0	-2.759326836	0	-2.759326836	2.759326836	0	17.6	97.72419407	93.00636279	93.00636279
4404	158.42	159.84	30	0.6352228	0.1657855	0.4775898	0.203586247	0	0	0.51552	0	37.51537019	278.8081174	4.210589485	8.801402301	0.33820242	10.21054881	-3.139645398	0	-3.139645398	0	-3.139645398	3.139645398	0	18.4	175.3978467	152.2236668	152.2236668
4405	153.3	212.82	30	0.617964	0.1185973	0.4917213	0.435630788	0	0	0.321681	0	38.65662671	293.8302382	3.385138821	8.876336483	0.24193839	10.13770533	-2.365708365	0	-2.365708365	0	-2.365708365	2.365708365	0	19.85	173.6265124	150.8731512	150.8731512
4406	132.29	133.35	30	0.625324	0.0903835	0.4919075	0.842803282	0	0	0.241263	0	37.92695228	290.557494	3.974343923	8.527491269	0.18438234	9.824234274	-2.861983259	0	-2.861983259	0	-2.861983259	2.861983259	0	20.8	201.3967064	154.8102661	154.8102661
4407	119.24	79.48	30	0.6231735	0.080248	0.4190893	1.265299469	0	0	0.189147	0	39.58921356	276.0421674	2.382937463	7.730548045	0.16370592	9.904015227	-0.373176201	0	-0.373176201	0	-0.373176201	0.373176201	0	21.1	180.2090088	145.2146123	145.2146123
4408	115.23	79.48	30	0.6040058	0.1083773	0.3644833	1.996458677	0	0	0.173664	0	36.77064004	258.755388	3.77927878	6.557184201	0.22108959	9.701286815	-0.856265756	0	-0.856265756	0	-0.856265756	0.856265756	0	21.25	130.5787535	118.251769	118.251769
4409	122.98	133.35	30	0.6168528	0.114441	0.264772	2.453980458	0	0	0.149367	0	40.58310177	236.6006881	3.61997558	5.014893156	0.23345964	9.782352485	0.91402411	0.270098507	0.643925603	2.467812283	-1.82388668	1.82388668	0	21.25	68.82291527	70.55224113	70.55224113
4410	142.73	159.84	80	0.5720228	0.1355375	0.270372	2.896178538	0	0	0.124128	0	38.09088278	241.2796493	4.702153646	3.204164167	0.2764965	9.547120722	1.364306408	0.270098507	1.094207902	2.467812283	-1.373604382	1.373604382	0	20.85	58.98791373	86.05647156	86.05647156
4411	165.8	159.84	80	0.5040738	0.182477	0.4875828	2.633486612	0	0	0.446262	0	36.10581411	252.4090256	5.014366245	1.462042415	0.37225308	9.106591111	2.257929371	0.270098507	1.987830865	2.467812283	-0.479981419	0.479981419	0	20.55	14.3604335	15.31214431	15.31214431
4412	167.23	133.35	80	0.5009618	0.2309983	1.1022693	2.327012691	0	0	0.538017	0	34.44944602	254.2160775	5.230563445	0.391136834	0.47123643	8.709741894	2.616805184	0.270098507	2.346706677	2.467812283	-0.121105606	0.121105606	0	20.4	0	0	0
4413	158.14	106.85	80	0.3376278	0.3010358	1.3943238	2.075266257	0	0	0.446865	0	33.80988532	245.9925687	4.731413418	0.026175639	0.61411293	8.435968607	3.06426662	0.270098507	2.794168113	2.467812283	0.32635583	0	0.32635583	20.05	0	0	0
4414	145.07	52.99	80	0.2091833	0.3151763	0.8129645	1.983324085	0	0	0.620082	0	33.93943358	241.9887443	3.5903907	0	0.64295955	8.232983251	3.999633001	0.270098507	3.729534495	2.467812283	1.261722212	0	1.261722212	19.6	0	0	0
4415	112.51	52.99	80	0.165868	0.344333	1.0784108	2.09058995	0	0	0.194529	0	34.59210518	283.4787288	3.887106456	0	0.70243932	7.652676383	3.063130606	0.270098507	2.7930321	2.467812283	0.325219817	0	0.325219817	19.1	0	0	0
4416	73.89	26.49	80	0.141995	0.3745963	1.6550405	3.029713605	0	0	0.07767	0	33.60407023	306.486056	4.854304458	0	0.76417635	7.160501131	1.542020323	0.270098507	1.271921816	2.467812283	-1.195890467	1.195890467	0	18.7	0	0	0
4417	55.04	26.49	80	0.1782643	0.302404	1.8471963	3.631715946	0	0	0.070149	0	34.28926228	309.0187949	4.631171608	0	0.61690416	6.799110115	1.551034347	0.270098507	1.28093584	2.467812283	-1.186876443	1.186876443	0	18.45	0	0	0
4418	49.97	26.49	80	0.2420165	0.2024	1.721857	4.340984161	0	0	0.080202	0	34.95119459	322.8727186	4.594651079	0	0.412896	6.651110666	1.643563587	0.270098507	1.37346508	2.467812283	-1.094347203	1.094347203	0	18.3	0	0	0
4419	47.06	52.99	80	0.2415698	0.162893	1.6879043	3.476289885	0	0	0.060564	0	35.80383368	325.7183873	4.204520792	0	0.33230172	6.434378833	1.897556321	0.270098507	1.627457815	2.467812283	-0.840354469	0.840354469	0	18.3	0	0	0
4420	48.99	52.99	80	0.2092233	0.1688813	1.7479968	2.475871451	0	0	0.01158	0	36.75077228	325.8365687	3.639590464	0	0.34451775	6.402774784	2.418666571	0.270098507	2.148568064	2.467812283	-0.319244219	0.319244219	0	18	0.508999035	0.508999035	0.508999035
4421	59.48	106.85	80	0.2308963	0.1609005	1.6390838	2.344525484	0	0	0.041535	0	35.36223956	330.2457204	4.536456644	0.047732048	0.32823702	6.590857418	1.678431706	0.270098507	1.408333199	2.467812283	-1.059479084	1.059479084	0	17.95	12.85398428	13.45835704	13.45835704
4422	98.28	159.84	80	0.2233248	0.1581123	1.596567	2.381740178	0	0	0.0045	0	35.52463959	318.5741706	4.914232805	0.623610103	0.32254899	7.057466792	1.197074895	0.270098507	0.926976388	2.467812283	-1.540835895	1.540835895	0	18.45	61.72677993	113.9368185	113.9368185
4423	130.23	266.69	80	0.1639608	0.1188723	1.5412578	1.652770071	0	0	0	0	28.52863039	316.2582947	6.519293825	2.050476378	0.24249939	7.804273041	-1.007996552	0	-1.007996552	0	-1.007996552	1.007996552	0	19.1	100.2356758	128.6193036	128.6193036
4424	142.18	266.69	60	0.1696918	0.0796753	1.43549	1.206193782	0	0	0	0	31.80037687	303.0732474	5.979505226	3.789747272	0.16253751	8.1945702	-1.737219809	0	-1.737219809	0	-1.737219809	1.737219809	0	19.45	163.5396413	127.6524497	127.6524497
4425	144.64	212.82	30	0.1781618	0.1134765	1.2324868	1.959243983	0	0	0.022989	0	33.83958468	295.4122487	5.869510159	5.648600243	0.23149206	8.60927699	-3.140325472	0	-3.140325472	0	-3.140325472	3.140325472	0	19.8	263.062111	154.7979852	154.7979852
4426	139.8	133.35	30	0.1392983	0.1760063	0.9517238	2.086211749	0	0	0.154566	0	35.0194137	286.3778299	5.817492787	7.287106592	0.35905275	8.789265903	-4.674386226	0	-4.674386226	0	-4.674386226	4.674386226	0	20.55	294.0015851	169.2291828	169.2291828
4427	142.51	106.85	30	0.122871	0.202872	0.7285145	2.696970491	0	0	0.726015	0	36.66104259	291.3438252	4.682322023	8.382718056	0.41385888	8.801856134	-4.677042826	0	-4.677042826	0	-4.677042826	4.677042826	0	21.9	367.7233433	177.0038021	177.0038021
4428	158.42	159.84	30	0.1056985	0.1301075	0.5400933	2.955284225	0	0	0.971559	0	36.67426349	290.6243638	5.316392108	8.911619938	0.2654193	8.590648587	-5.90278276	0	-5.90278276	0	-5.90278276	5.90278276	0	22.75	384.9997783	178.00645	178.00645
4429	153.3	212.82	30	0.1084063	0.067642	0.4499753	3.782763806	0	0	0.439503	0	37.51678702	295.6293542	4.732063635	9.036404481	0.13798968	8.40526386	-5.501193937	0	-5.501193937	0	-5.501193937	5.501193937	0	22.95	411.3060968	176.2599444	176.2599444
4430	132.29	133.35	30	0.125278	0.0482815	0.4114815	3.136979479	0	0	0.196632	0	37.31627271	300.3386402	4.840541529	8.726230158	0.09849426	8.26240328	-5.402862666	0	-5.402862666	0	-5.402862666	5.402862666	0	23.35	347.0889459	168.6474954	168.6474954
4431	119.24	79.48	30	0.1417913	0.037771	0.3876033	3.115088486	0	0	0.060063	0	37.34923422	304.501593	4.400452892	7.943382585	0.07705284	8.180309836	-4.240578481	0	-4.240578481	0	-4.240578481	4.240578481	0	24.45	257.4878063	151.1534704	151.1534704
4432	115.23	79.48	30	0.1463703	0.0283885	0.396474	3.841869494	0	0	0.081834	0	35.85357874	289.5824357	5.020326569	6.66360847	0.05791254	8.12391074	-3.617936839	0	-3.617936839	0	-3.617936839	3.617936839	0	25	150.1760892	122.4267326	122.4267326
4433	122.98	133.35	30	0.1420128	0.0227153	0.3854135	4.465762828	0	0	0.027183	0	34.37779114	250.0777277	5.050561666	5.036332917	0.04633911	8.197910465	-1.935323228	0	-1.935323228	0	-1.935323228	1.935323228	0	24.45	89.38919263	102.8457895	102.8457895
4434	142.73	159.84	80	0.1714913	0.026536	0.4071645	4.592730595	0	0	0.005511	0	31.25687631	259.1068337	5.966717622	3.23043779	0.05413344	8.071108853	-1.180179998	0	-1.180179998	0	-1.180179998	1.180179998	0	24.2	54.43086031	86.48624423	86.48624423
4435	165.8	159.84	80	0.1510208	0.0404838	0.4848735	4.826964236	0	0	0.006828	0	34.7256356	266.8506202	6.166334285	1.494395691	0.08258685	7.977966839	0.234650012	0.270098507	-0.035448494	0	-0.035448494	0.035448494	0	23.55	18.86764391	30.10014911	30.10014911
4436	167.23	133.35	80	0.1801603	0.0604398	0.6598548	4.833531536	0	0	0.007656	0	34.59875628	271.5897438	5.885440479	0.395798058	0.12329709	7.79168281	1.387147183	0.270098507	1.117048677	2.467812283	-1.350763606	1.350763606	0	22.75	1.157818874	1.157818874	1.157818874
4437	158.14	106.85	80	0.3386978	0.1353185	0.8212653	4.813829634	0	0	0.130137	0	34.05144896	261.3047232	5.628821446	0.024794536	0.27604974	7.673617277	1.743951555	0.270098507	1.473853049	2.467812283	-0.993959235	0.993959235	0	22.25	0	0	0
4438	145.07	52.99	80	0.4232508	0.1829028	0.693989	4.953932003	0	0	0.435102	0	34.05793493	267.6208871	5.373719587	0	0.37312161	7.61708971	1.870248513	0.270098507	1.600150007	2.467812283	-0.867662277	0.867662277	0	21.9	0	0	0
4439	112.51	52.99	80	0.4139523	0.2250878	0.6970178	5.551556143	0	0	0.087507	0	34.57607332	287.4651479	4.766200035	0	0.45917901	6.940557505	1.71517846	0.270098507	1.445079954	2.467812283	-1.02273233	1.02273233	0	21.45	0	0	0
4440	73.89	26.49	80	0.4723383	0.2390745	0.6714908	6.276148059	0	0	0.00825	0	33.44766867	300.0026943	5.649520025	0	0.48771198	6.55051729	0.413285285	0.270098507	0.143186778	2.467812283	-2.324625505	2.324625505	0	21.05	0	0	0
4441	55.04	26.49	80	0.5128073	0.158171	0.6753883	6.278337159	0	0	0.00075	0	32.29054531	320.0310181	5.612566017	0	0.32266884	6.203386637	0.26815178	0.270098507	-0.001946727	0	-0.001946727	0.001946727	0	20.75	0	0	0
4442	49.97	26.49	80	0.5510053	0.0762218	0.519681	6.330875537	0	0	0	0	34.92353034	341.6296733	5.178004226	0	0.15549237	6.147372957	0.813876361	0.270098507	0.543777854	2.467812283	-1.924034429	1.924034429	0	19.6	0	0	0
4443	47.06	52.99	80	0.5852153	0.0446745	0.4591748	6.361522931	0	0	0	0	35.47920801	325.4709469	4.92452791	0	0.09113598	5.898523188	0.882859299	0.270098507	0.612760792	2.467812283	-1.855051491	1.855051491	0	18.8	0	0	0
4444	48.99	52.99	80	0.580378	0.0388885	0.416348	6.219231472	0	0	0	0	35.54011474	321.6225578	4.908705959	0	0.07933254	5.825422766	0.837384267	0.270098507	0.56728576	2.467812283	-1.900526523	1.900526523	0	19	2.063870989	2.063870989	2.063870989
4445	59.48	106.85	80	0.5358043	0.031489	0.2806888	6.192962278	0	0	0.0015	0	35.45808821	328.9894261	5.034089498	0.045455094	0.06423756	5.904304417	0.760522265	0.270098507	0.490423758	2.467812283	-1.977388525	1.977388525	0	19.75	17.60712687	21.44875489	21.44875489
4446	98.28	159.84	80	0.514094	0.0223818	0.2104825	5.704793103	0	0	0.02925	0	36.52659171	329.67003	4.790474808	0.6232275	0.04565877	6.186299895	0.726938817	0.270098507	0.45684031	2.467812283	-2.010971973	2.010971973	0	21	60.08884291	110.8211355	110.8211355
4447	130.23	266.69	80	0.4179418	0.013021	0.097169	5.492450464	0	0	0	0	38.52111596	316.0868978	4.435347878	2.071202259	0.02656284	6.725367334	0.192254357	0.270098507	-0.07784415	0	-0.07784415	0.07784415	0	22.35	86.00548757	139.3659342	139.3659342
4448	142.18	266.69	80	0.3430513	0.0041773	0.0492605	5.621607332	0	0	0.00075	0	33.42458418	327.0466743	4.704429406	3.846806433	0.00852159	7.113095057	-1.446662372	0	-1.446662372	0	-1.446662372	1.446662372	0	23.6	190.6372833	116.4827986	116.4827986
4449	144.64	212.82	30	0.3687345	0.0022575	0.0266843	6.379035733	0	0	0	0	35.54981722	312.4768072	4.692508759	5.747050507	0.0046053	7.499024177	-2.945140389	0	-2.945140389	0	-2.945140389	2.945140389	0	24.6	322.2260795	137.4585797	137.4585797
4450	139.8	133.35	30	0.471421	0.0040463	0.041727	6.394359425	0	0	0	0	36.62418838	305.1622658	4.895159769	7.403333894	0.00825435	7.6944297	-4.612318313	0	-4.612318313	0	-4.612318313	4.612318313	0	25.2	404.6311092	157.7910775	157.7910775
4451	142.51	106.85	30	0.5193535	0.0259815	0.0758715	6.659240451	0	0	0	0	36.96033895	293.3427386	5.137040546	8.452314461	0.05300226	7.934157974	-5.708199293	0	-5.708199293	0	-5.708199293	5.708199293	0	25.75	406.8003308	175.5447089	175.5447089
4452	158.42	159.84	30	0.5108295	0.0407153	0.0727203	6.594734614	0	0	0.029799	0	37.2152659	281.1575223	5.128587723	8.985928891	0.08305911	7.63777366	-6.559802064	0	-6.559802064	0	-6.559802064	6.559802064	0	26.7	389.7493416	176.4153887	176.4153887
4453	153.3	212.82	30	0.4922365	0.0431635	0.0547978	6.584058021	0	0	0.058404	0	37.6049022	281.8345537	4.754387757	9.06352263	0.08805354	7.523690752	-6.382273175	0	-6.382273175	0	-6.382273175	6.382273175	0	26.8	421.5095341	170.3837291	170.3837291
4454	132.29	133.35	30	0.4390453	0.0239628	0.0433905	6.613269365	0	0	0.019347	0	37.53438849	286.1586973	4.716566793	8.724396464	0.04888401	7.419628639	-6.070218628	0	-6.070218628	0	-6.070218628	6.070218628	0	26.95	350.2754503	165.5539358	165.5539358
4455	119.24	79.48	30	0.5682615	0.015096	0.0434583	6.582621971	0	0	0.021546	0	37.89023185	295.0232039	4.009889127	7.950526062	0.03079584	7.37916004	-4.612050989	0	-4.612050989	0	-4.612050989	4.612050989	0	27.4	256.5658939	148.8895553	148.8895553
4456	115.23	79.48	30	0.5963935	0.0150325	0.031784	6.543218185	0	0	0.006597	0	36.88443706	312.648646	4.143292011	6.675786441	0.0306663	7.447507007	-3.402237745	0	-3.402237745	0	-3.402237745	3.402237745	0	27.9	181.1522239	122.7737308	122.7737308
4457	122.98	133.35	30	0.4980615	0.01929	0.0236158	6.514759892	0	0	0.018186	0	34.81907872	308.0162025	4.628895848	5.01110912	0.0393516	7.688648471	-1.990708097	0	-1.990708097	0	-1.990708097	1.990708097	0	28.3	95.0978433	132.7239747	132.7239747
4458	142.73	159.84	80	0.5370318	0.030714	0.0125795	6.462221505	0	0	0.061896	0	32.13051959	298.9544604	4.884756294	3.188906709	0.06265656	7.853349247	-0.282970316	0	-0.282970316	0	-0.282970316	0.282970316	0	27.8	62.38913994	151.66967	151.66967
4459	165.8	159.84	80	0.4549298	0.0813678	0.0096248	6.357144731	0	0	0.150471	0	35.54753319	293.3015495	5.910907317	1.455440182	0.16599021	7.83292224	0.300584531	0.270098507	0.030486025	2.467812283	-2.437326259	2.437326259	0	26.25	28.07033941	140.067528	140.067528
4460	167.23	133.35	80	0.4987815	0.2748793	0.01435	6.245500665	0	0	0.171705	0	33.71531152	260.2342814	5.670110235	0.375249481	0.56075367	7.834977788	1.228864402	0.270098507	0.958765895	2.467812283	-1.509046388	1.509046388	0	24.15	1.550401123	1.550401123	1.550401123
4461	158.14	106.85	80	0.5318418	0.607492	0.0157363	5.954350437	0	0	0.327273	0	31.5034933	216.3628362	5.938541546	0.023982671	1.23928368	7.612464727	0.41065683	0.270098507	0.140558324	2.467812283	-2.32725396	2.32725396	0	22.85	0	0	0
4462	145.07	52.99	80	0.644017	0.8788043	0.0165115	5.785789784	0	0	0.677946	0	30.82319341	243.9363079	5.271743864	0	1.79276067	7.427465415	0.362960881	0.270098507	0.092862374	2.467812283	-2.374949909	2.374949909	0	22.95	0	0	0
4463	112.51	52.99	80	0.6591813	0.7086558	0.0377758	5.499017756	0	0	0.337869	0	32.24467546	299.5408931	4.476094819	0	1.44565773	7.137761632	1.216009083	0.270098507	0.945910576	2.467812283	-1.521901707	1.521901707	0	23.5	0	0	0
4464	73.89	26.49	80	0.663267	0.5042005	0.0607343	5.899622959	0	0	0.019968	0	33.20926904	323.419736	4.574927825	0	1.02856902	6.577239413	0.973742567	0.270098507	0.703644061	2.467812283	-1.764168222	1.764168222	0	23.35	0	0	0
4465	55.04	26.49	80	0.6594968	0.3422653	0.0701325	6.105398297	0	0	0	0	33.65279997	339.4610119	4.966900393	0	0.69822111	6.267108622	0.601987119	0.270098507	0.331888612	2.467812283	-2.135923671	2.135923671	0	23.1	0	0	0
4466	49.97	26.49	80	0.6855828	0.2342	0.0823028	6.339631938	0	0	0	0	34.0337447	341.698116	5.153946192	0	0.477768	6.250407296	0.618693104	0.270098507	0.348594597	2.467812283	-2.119217686	2.119217686	0	22.6	0	0	0
4467	47.06	52.99	80	0.671832	0.177739	0.0810838	6.464410605	0	0	0.001863	0	34.90234874	336.4426078	4.739649502	0	0.36258756	6.209938696	1.107701635	0.270098507	0.837603128	2.467812283	-1.630209155	1.630209155	0	21.85	0	0	0
4468	48.99	52.99	80	0.5775625	0.148926	0.1036285	6.20390777	0	0	0.000207	0	35.27749768	340.7523803	4.605379661	0	0.30380904	6.449281555	1.540092854	0.270098507	1.269994348	2.467812283	-1.197817936	1.197817936	0	21.4	4.854970587	10.44969708	10.44969708
4469	59.48	106.85	80	0.5095628	0.2050275	0.1457145	5.884299257	0	0	0.030033	0	34.56687314	319.5906937	4.901878679	0.037957009	0.4182561	7.105001338	1.746909549	0.270098507	1.476811042	2.467812283	-0.991001241	0.991001241	0	21.1	33.90025211	173.2033913	173.2033913
4470	98.28	159.84	80	0.338351	0.198646	0.1760648	6.061616311	0	0	0.001242	0	35.0844032	265.1051921	4.998761034	0.537197833	0.40523784	8.614929746	2.67373304	0.270098507	2.403634533	2.467812283	-0.06417775	0.06417775	0	22	67.34114691	217.0476797	217.0476797
4471	130.23	266.69	80	0.3560253	0.1593468	0.1732718	5.914946651	0	0	0	0	27.22815302	260.3811877	8.281599024	1.80113592	0.32506737	9.739699866	-0.668102448	0	-0.668102448	0	-0.668102448	0.668102448	0	23.5	100.7930929	151.2961956	151.2961956
4472	142.18	266.69	60	0.36794	0.1362145	0.131236	6.247689765	0	0	0	0	29.27255847	283.8357313	8.957608115	3.325845894	0.27787758	10.39953074	-2.161800845	0	-2.161800845	0	-2.161800845	2.161800845	0	24.4	203.8807924	122.1078241	122.1078241
4473	144.64	212.82	30	0.3250263	0.2210048	0.1967185	6.519138092	0	0	0.0075	0	31.52600623	279.6290855	7.727830756	5.003256428	0.45084969	10.45849927	-2.7234376	0	-2.7234376	0	-2.7234376	2.7234376	0	25.35	351.5957962	138.2882515	138.2882515
4474	139.8	133.35	30	0.3946585	0.639831	0.2693065	6.563412567	0	0	0.886323	0	32.33183972	256.9242929	6.348720194	6.373460144	1.30525524	10.43935698	-3.588078593	0	-3.588078593	0	-3.588078593	3.588078593	0	26.4	471.7989059	147.9238659	147.9238659
4475	142.51	106.85	30	0.4330313	0.811095	0.2351653	6.471463314	0	0	2.130426	0	33.66219577	272.3823455	4.66725866	7.284796976	1.6546338	10.20797937	-3.398710062	0	-3.398710062	0	-3.398710062	3.398710062	0	27.45	532.5367341	161.3503976	161.3503976
4476	158.42	159.84	30	0.3650858	0.6968093	0.2007328	6.532272684	0	0	3.694797	0	32.99032699	259.5990476	6.099361919	7.168746978	1.42149087	10.1546636	-4.534936167	0	-4.534936167	0	-4.534936167	4.534936167	0	27.95	525.0933283	174.4852778	174.4852778
4477	153.3	212.82	30	0.3290965	0.8821603	0.1646268	6.359333831	0	0	3.253845	0	32.66578434	273.3069163	5.361907308	6.928290372	1.79960691	10.06306325	-4.026741345	0	-4.026741345	0	-4.026741345	4.026741345	0	28.4	497.7610694	172.8636728	172.8636728
4478	132.29	133.35	30	0.3591295	0.785543	0.1148125	5.641309224	0	0	3.067749	0	32.76019188	278.8743657	5.370251762	6.692532318	1.60250772	9.985723256	-3.679568543	0	-3.679568543	0	-3.679568543	3.679568543	0	29.1	347.6306759	174.0020697	174.0020697
4479	119.24	79.48	30	0.4141223	0.758949	0.1201813	5.38737369	0	0	2.746686	0	31.91297285	290.6915168	6.134148536	6.183068531	1.54825596	9.917247817	-3.948225211	0	-3.948225211	0	-3.948225211	3.948225211	0	29.4	179.0037101	137.1675479	137.1675479
4480	115.23	79.48	30	0.4637955	0.628297	0.1862113	5.792357085	0	0	1.955988	0	31.56819794	246.3102412	6.028379881	5.359427088	1.28172588	10.02490714	-2.644625711	0	-2.644625711	0	-2.644625711	2.644625711	0	28.85	135.6610782	117.2446087	117.2446087
4481	122.98	133.35	30	0.424634	0.6552313	0.4558988	4.391333448	0	0	1.542708	0	29.5510986	240.3523068	7.262383651	4.214599823	1.33667175	10.12472968	-2.68892554	0	-2.68892554	0	-2.68892554	2.68892554	0	28.2	54.00605189	54.21361254	54.21361254
4482	142.73	159.84	80	0.3879365	0.4877298	0.3386325	4.255609289	0	0	0.88884	0	27.76814274	242.5005835	8.319094879	2.78735561	0.99496869	10.28364923	-1.817769949	0	-1.817769949	0	-1.817769949	1.817769949	0	28	29.20751631	29.28414248	29.28414248
4483	165.8	159.84	80	0.357874	0.3704478	0.3076185	5.266973224	0	0	1.091091	0	25.65923162	251.9994809	8.477314384	1.30005207	0.75571341	9.896178451	-0.636901414	0	-0.636901414	0	-0.636901414	0.636901414	0	26.4	11.38345864	11.38345864	11.38345864
4484	167.23	133.35	80	0.3460993	0.3375468	0.3605033	4.465762828	0	0	0.752535	0	29.60263487	248.6562716	8.344453348	0.35289054	0.68859537	9.463999503	0.078060246	0.270098507	-0.192038261	0	-0.192038261	0.192038261	0	24.35	0.735832286	0.735832286	0.735832286
4485	158.14	106.85	80	0.3535425	0.393302	0.4750088	4.321282268	0	0	0.492369	0	29.02056904	239.5436683	8.008941302	0.024015332	0.80233608	9.002528998	0.167236284	0.270098507	-0.102862222	0	-0.102862222	0.102862222	0	23.65	0	0	0
4486	145.07	52.99	80	0.4135853	0.3804293	0.4510758	4.135208813	0	0	0.836181	0	31.24928377	238.1951139	7.535474851	0	0.77607567	8.734665412	0.423114891	0.270098507	0.153016384	2.467812283	-2.314795899	2.314795899	0	23.2	0	0	0
4487	112.51	52.99	80	0.4582868	0.3406888	0.4537883	4.178990809	0	0	0.749022	0	22.88116227	265.843446	7.380398062	0	0.69500505	7.922980932	-0.15242218	0	-0.15242218	0	-0.15242218	0.15242218	0	22.55	0	0	0
4488	73.89	26.49	80	0.39469	0.2174375	0.5076143	3.690821634	0	0	0.326166	0	33.55986753	307.33367	5.649520025	0	0.4435725	7.653575685	1.56048316	0.270098507	1.290384653	2.467812283	-1.17742763	1.17742763	0	22.05	0	0	0
4489	55.04	26.49	80	0.3415685	0.1466495	0.768441	3.106332086	0	0	0.395715	0	33.97735186	338.2628133	5.612566017	0	0.29916498	7.179514949	1.267783952	0.270098507	0.997685445	2.467812283	-1.470126838	1.470126838	0	21.45	0	0	0
4490	49.97	26.49	80	0.297571	0.148497	1.3870185	3.163248673	0	0	0.656244	0	34.49435571	352.3249917	5.178004226	0	0.30293388	6.979099028	1.498160922	0.270098507	1.228062416	2.467812283	-1.239749868	1.239749868	0	20.75	0	0	0
4491	47.06	26.49	80	0.273361	0.098116	1.464774	3.301161932	0	0	0.144963	0	35.13978581	349.2201374	4.92452791	0	0.20015664	6.828787088	1.704102538	0.270098507	1.434004032	2.467812283	-1.033808252	1.033808252	0	20.85	0	0	0
4492	48.99	26.49	80	0.2463375	0.0810875	1.6509375	2.937771433	0	0	0.028842	0	35.26969106	338.4170118	4.908705959	0	0.1654185	6.923085348	1.848960889	0.270098507	1.578862382	2.467812283	-0.888949901	0.888949901	0	20.95	5.275180932	24.87935547	24.87935547
4493	59.48	26.49	80	0.2447755	0.0696658	1.3779783	2.397063871	0	0	0.000207	0	35.2125239	313.9060499	5.034089498	0.040369274	0.14211813	7.573794732	2.357217829	0.270098507	2.087119323	2.467812283	-0.380692961	0.380692961	0	20.55	10.69117412	13.86447446	13.86447446
