1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
Nutzung	Qel_MFH_groﬂ	WW_MFH_groﬂ	EW_MFH_groﬂ	WindAPG_2013	WindAPG_2014	WindAPG_2015	Wind_2030_TU	WEB_2013	WEB_2014	WEB_2015	WEB_2016	CO2_Strommix_2015	CO2_Strommix_2050opti	Laufwasser	PV	Wind	Nachfrage	Differenz1	Biomasse_opt	Differenz2	Geothermie_opt	Differenz3	‹berschuss_2050	Unterschuss_2050	Taussen_48Stunden	IGS_48Stunden	IGN_48Stunden	Leistung Klein
Einheit	KW_ges1000000kWh/a	KW_ges1000000kWh/a	100_EW	1.37	2.176	2.549	6.677	0	0	4.53	0	52.4	453.5	9	9.5	4.4	13	10.6	0.3	10.3	2.5	7.8	9.4	7.8	ta                       	igs                      	ign                      	Pklein
Dienstleistung	Lastsyn	WW	Anzahl_Pers	GW	GW	GW	GW	MW	MW	MW	MW	CO2 [g/kWh]	CO2 [g/kWh]	GW	GW	GW	GW	GW	GW	GW	GW	GW	GW	GW	∞C	W/m≤	W/m≤	W
2283	43.27	52.99	80	0.4406835	0.5491768	0.153943	4.767858548	0	0	0.313665	0	33.56775193	256.0766943	4.045976179	0	1.12032057	6.858849476	1.692552727	0.270098507	1.422454221	2.467812283	-1.045358063	1.045358063	0	8.85	0	0	0
2284	44.22	52.99	80	0.4181283	0.5093715	0.221957	4.748156655	0	0	0.734706	0	33.92575335	256.7132548	3.948443607	0	1.03911786	6.941071392	1.953509925	0.270098507	1.683411419	2.467812283	-0.784400865	0.784400865	0	8.95	0	0	0
2285	52.83	106.85	80	0.4304205	0.4939168	0.2619238	4.448250035	0	0	1.025769	0	33.95046143	256.2243196	4.001978152	0	1.00759017	7.091383333	2.081815011	0.270098507	1.811716504	2.467812283	-0.656095779	0.656095779	0	8.75	0	0	0
2286	93.29	159.84	80	0.4069328	0.546912	0.2951483	3.561664766	0	0	0.407043	0	33.76438092	264.6791284	3.918967096	0.018588903	1.11570048	7.08084865	2.02759217	0.270098507	1.757493664	2.467812283	-0.71031862	0.71031862	0	8.6	18.28833446	22.92504666	22.92504666
2287	130.23	266.69	80	0.3321563	0.5490223	0.242995	3.020957205	0	0	0.536721	0	34.82512972	278.1783153	3.735172384	0.645371811	1.12000539	7.635075754	2.13452617	0.270098507	1.864427663	2.467812283	-0.60338462	0.60338462	0	9.25	126.6226754	54.87281549	54.87281549
2288	138.01	266.69	60	0.3175685	0.4384748	0.1357488	2.854585652	0	0	0.619389	0	36.39127429	280.0098466	3.995909458	1.854299063	0.89448849	8.044772146	1.300075135	0.270098507	1.029976628	2.467812283	-1.437835655	1.437835655	0	10.95	272.1812356	81.92862873	81.92862873
2289	136.48	212.82	30	0.319247	0.5519523	0.1211265	2.666323097	0	0	0.965367	0	30.34210751	261.8864919	4.342583566	3.364740748	1.12598259	8.31905932	-0.514247584	0	-0.514247584	0	-0.514247584	0.514247584	0	11.95	251.2322168	114.1530482	114.1530482
2290	132.57	133.35	30	0.362864	1.0269753	0.0680833	3.018768113	0	0	1.490763	0	30.63391562	220.7370553	4.28699	4.842875815	2.09502951	8.343212008	-2.881683317	0	-2.881683317	0	-2.881683317	2.881683317	0	11.9	384.4292163	133.030859	133.030859
2291	133.77	106.85	30	0.3550685	1.1940345	0.0369783	3.397482314	0	0	1.562844	0	31.58626809	192.32126	3.60848841	5.77912383	2.43583038	8.843994866	-2.979447754	0	-2.979447754	0	-2.979447754	2.979447754	0	12.85	239.2253055	126.7491944	126.7491944
2292	150.19	159.84	30	0.3414755	1.081058	0.0246035	2.580948225	0	0	1.211313	0	32.32054388	196.1683482	3.299310158	5.873398124	2.20535832	8.661693461	-2.716373141	0	-2.716373141	0	-2.716373141	2.716373141	0	12.3	325.254731	142.3477668	142.3477668
2293	146.22	212.82	30	0.3132073	1.0996165	0.0292723	1.884814603	0	0	1.469733	0	31.52779989	195.7082722	3.37397676	5.303287108	2.24321766	8.059160981	-2.861320547	0	-2.861320547	0	-2.861320547	2.861320547	0	12.4	412.4111042	137.424761	137.424761
2294	127.27	133.35	30	0.2803403	1.14694	0.0321983	1.615555376	0	0	1.428234	0	31.15158122	191.3674621	3.184546832	5.049266762	2.3397576	7.878915124	-2.69465607	0	-2.69465607	0	-2.69465607	2.69465607	0	13.75	233.5900947	97.52713611	97.52713611
2295	113.84	79.48	30	0.2723578	1.2721263	0.027253	2.16720843	0	0	1.278342	0	30.06786481	197.5339625	3.210772257	4.618647173	2.59513755	7.615291105	-2.809265874	0	-2.809265874	0	-2.809265874	2.809265874	0	13.35	324.7863238	103.797263	103.797263
2296	106.57	79.48	30	0.219605	1.1968708	0.0227443	2.009593269	0	0	2.247951	0	29.03289569	201.886595	2.971817457	3.694236518	2.44161633	7.695585945	-1.41208436	0	-1.41208436	0	-1.41208436	1.41208436	0	13.5	140.3809357	76.82455514	76.82455514
2297	116.78	133.35	30	0.2034633	1.1586213	0.0202848	2.235070519	0	0	1.949751	0	26.95994631	199.6905245	3.075418722	2.595657548	2.36358735	7.856432569	-0.178231051	0	-0.178231051	0	-0.178231051	0.178231051	0	13.55	40.32536885	35.87111282	35.87111282
2298	145.42	159.84	80	0.2033638	1.2475588	0.0233468	1.473263917	0	0	2.224722	0	32.61137217	207.1958179	3.434013477	1.449752463	2.54501985	8.421194356	0.992408567	0.270098507	0.722310061	2.467812283	-1.745502223	1.745502223	0	12.45	7.251813096	7.251813096	7.251813096
2299	172.6	159.84	80	0.2142305	1.2255948	0.0280583	0.781508495	0	0	2.179221	0	31.00616349	166.678199	3.721084346	0.363216153	2.50021329	8.618398483	2.033884695	0.270098507	1.763786189	2.467812283	-0.704026095	0.704026095	0	11.55	0	0	0
2300	168.71	133.35	80	0.244425	1.370708	0.0532508	0.97196015	0	0	0.415863	0	29.40802275	200.6878341	4.488123836	0.023231463	2.79624432	8.534377963	1.226778343	0.270098507	0.956679837	2.467812283	-1.511132446	1.511132446	0	11	0	0	0
2301	156.56	106.85	80	0.2629015	1.4919055	0.0841693	1.49953311	0	0	1.079184	0	28.918774	211.910702	4.510664697	0	3.04348722	8.453954651	0.899802734	0.270098507	0.629704227	2.467812283	-1.838108056	1.838108056	0	10.2	0	0	0
2302	136.23	52.99	80	0.2247475	1.6154468	0.1122125	1.858545409	0	0	1.658838	0	28.70124464	194.1649642	4.037956834	0	3.29551137	8.289253875	0.955785671	0.270098507	0.685687165	2.467812283	-1.782125119	1.782125119	0	9.55	0	0	0
2303	100.64	52.99	80	0.2138583	1.6436798	0.1065178	1.315648756	0	0	1.691277	0	28.80590478	182.5396301	3.605237324	0	3.35310669	7.843199979	0.884855965	0.270098507	0.614757458	2.467812283	-1.853054825	1.853054825	0	9.5	0	0	0
2304	66.86	26.49	80	0.2147095	1.654191	0.1134735	0.704890014	0	0	1.641042	0	28.80120257	170.906796	3.535230612	0	3.37454964	7.676186712	0.76640646	0.270098507	0.496307954	2.467812283	-1.97150433	1.97150433	0	9.5	0	0	0
2305	49.37	26.49	80	0.188447	1.62272	0.136118	0.374336	0	0	2.481837	0	28.87290132	162.716923	3.628753511	0	3.3103488	7.277410418	0.338308107	0.270098507	0.068209601	2.467812283	-2.399602683	2.399602683	0	9.45	0	0	0
2306	44.45	26.49	80	0.1760015	1.5713543	0.1889135	0.411550695	0	0	1.726473	0	25.95103932	169.6017378	3.68358849	0	3.20556267	7.154334487	0.265183327	0.270098507	-0.004915179	0	-0.004915179	0.004915179	0	9.45	0	0	0
2307	43.27	26.49	80	0.2312948	1.5989028	0.432028	0.310852121	0	0	1.745607	0	25.85707079	174.7417484	3.596242654	0	3.26176161	7.006206566	0.148202302	0.270098507	-0.121896204	0	-0.121896204	0.121896204	0	9.25	0	0	0
2308	44.22	26.49	80	0.2539963	1.6570845	0.858177	0.22328814	0	0	1.08402	0	28.77685826	207.4404003	3.562431362	0	3.38045238	7.261094507	0.318210764	0.270098507	0.048112258	2.467812283	-2.419700026	2.419700026	0	9.1	0	0	0
2309	52.83	26.49	80	0.2624755	1.6824603	1.6689475	0.155426061	0	0	1.92717	0	28.81924795	176.1836993	3.285872337	0	3.43221891	8.096160844	1.378069596	0.270098507	1.10797109	2.467812283	-1.359841193	1.359841193	0	9	0	0	0
2310	93.29	52.99	80	0.2002165	1.7172458	1.9208163	0.083185781	0	0	2.755125	0	28.19703741	208.0716226	4.453879067	0.014216965	3.50318133	9.078327327	1.107049966	0.270098507	0.836951459	2.467812283	-1.630860824	1.630860824	0	8.8	4.101292869	4.101292869	4.101292869
2311	130.23	106.85	80	0.2044913	1.622541	1.9126118	0.096320373	0	0	2.842557	0	29.0726807	222.3036095	5.181255312	0.615421467	3.30998364	10.34004833	1.233387907	0.270098507	0.963289401	2.467812283	-1.504522882	1.504522882	0	8.7	26.64238006	26.53780002	26.53780002
2312	138.01	159.84	80	0.2275745	1.556645	1.722285	0.126967767	0	0	1.938357	0	30.92359342	267.3302305	4.976978759	1.882126427	3.1755558	10.94502177	0.910360784	0.270098507	0.640262277	2.467812283	-1.827550006	1.827550006	0	8.9	31.37393041	31.37393041	31.37393041
2313	136.48	159.84	20	0.1899363	1.5453793	1.7143635	0.048160187	0	0	1.946169	0	33.11780956	268.1604483	4.258705554	3.646817085	3.15257367	11.63093241	0.572836102	0.270098507	0.302737596	2.467812283	-2.165074688	2.165074688	0	9.3	40.50177348	40.50177348	40.50177348
2314	132.57	133.35	20	0.2245295	1.6129675	1.6726513	0.019701893	0	0	1.957059	0	29.56229206	278.210033	3.445067168	5.197716696	3.2904537	11.40405131	-0.529186253	0	-0.529186253	0	-0.529186253	0.529186253	0	9.5	46.50998416	46.50494583	46.50494583
2315	133.77	80.36	20	0.2746565	1.6049685	1.6673695	0.021890993	0	0	1.916025	0	30.70388615	254.4944325	3.627453077	6.213662767	3.27413574	11.3490654	-1.766186179	0	-1.766186179	0	-1.766186179	1.766186179	0	9.6	56.67280011	55.87285766	55.87285766
2316	150.19	133.35	20	0.3267878	1.5152833	1.678442	0.041592886	0	0	2.212458	0	31.73025294	257.5928637	3.371159153	6.792956253	3.09117783	11.16920496	-2.086088273	0	-2.086088273	0	-2.086088273	2.086088273	0	9.95	92.05566568	85.36722779	85.36722779
2317	146.22	159.84	20	0.4351833	1.5180653	1.5084198	0.113833166	0	0	1.891464	0	31.6684243	249.5228579	3.350568943	6.728436336	3.09685311	11.56155767	-1.614300719	0	-1.614300719	0	-1.614300719	1.614300719	0	10.35	75.7982953	72.23024338	72.23024338
2318	127.27	159.84	20	0.4994978	1.7038943	1.3107473	0.14448056	0	0	2.9484	0	30.61275292	249.2277288	3.486030848	6.340691603	3.47594427	11.24590259	-2.056764127	0	-2.056764127	0	-2.056764127	2.056764127	0	10.7	53.1384749	52.70042603	52.70042603
2319	113.84	133.35	50	0.5496865	1.7276975	1.0782633	0.140102359	0	0	3.273045	0	29.77233961	253.6637539	3.25780463	5.579867028	3.5245029	11.03289644	-1.329278116	0	-1.329278116	0	-1.329278116	1.329278116	0	11	54.85937002	53.81705107	53.81705107
2320	106.57	133.35	50	0.5583205	1.705773	0.8537173	0.188262555	0	0	2.863752	0	28.31574571	266.3449598	3.111289034	4.416287554	3.47977692	10.79034179	-0.217011718	0	-0.217011718	0	-0.217011718	0.217011718	0	11	37.77296663	37.74105621	37.74105621
2321	116.78	240.2	50	0.5395208	1.5816713	0.6969733	0.264881035	0	0	2.448123	0	33.12694857	279.3986244	3.254228436	3.023258307	3.22660935	10.48509293	0.980996832	0.270098507	0.710898326	2.467812283	-1.756913958	1.756913958	0	11.15	21.85386153	21.85386153	21.85386153
2322	145.42	186.33	80	0.5132405	1.3217253	0.4135588	0.488169175	0	0	2.524083	0	31.48613172	251.7094015	4.829596207	1.605672485	2.69631951	11.20915968	2.077571474	0.270098507	1.807472967	2.467812283	-0.660339316	0.660339316	0	11.2	9.898406291	13.52088237	13.52088237
2323	172.6	106.85	80	0.4017405	1.0698408	0.2620325	0.696133614	0	0	2.829888	0	30.53129089	253.0593836	5.435815324	0.402376962	2.18247513	10.58530089	2.564633471	0.270098507	2.294534964	2.467812283	-0.173277319	0.173277319	0	10.6	0	0	0
2324	168.71	106.85	80	0.322679	1.3113653	0.2615183	0.792453996	0	0	2.212344	0	28.99373354	223.1584372	5.79180921	0.033865025	2.67518511	10.24909033	1.748230987	0.270098507	1.47813248	2.467812283	-0.989679803	0.989679803	0	9.95	0	0	0
2325	156.56	52.99	80	0.2606935	1.3844765	0.3685593	0.781508495	0	0	1.393041	0	29.1433995	273.677334	4.834256096	0	2.82433206	9.272448133	1.613859977	0.270098507	1.34376147	2.467812283	-1.124050813	1.124050813	0	9.6	0	0	0
2326	136.23	52.99	80	0.3094745	1.2137473	0.4569845	0.875639767	0	0	1.395354	0	29.8426784	281.7847852	4.110889523	0	2.47604439	9.927140141	3.340206228	0.270098507	3.070107721	2.467812283	0.602295438	0	0.602295438	9.45	0	0	0
2327	100.64	52.99	80	0.3475158	1.2094875	0.3389758	0.755239301	0	0	1.347558	0	30.54376075	291.4384064	3.675569146	0	2.4673545	8.861723967	2.718800321	0.270098507	2.448701815	2.467812283	-0.019110469	0.019110469	0	9.2	0	0	0
2328	66.86	26.49	80	0.362822	1.3022003	0.2450653	0.665486229	0	0	1.072248	0	30.35190897	283.2162126	3.367582958	0	2.65648851	8.088324067	2.064252599	0.270098507	1.794154092	2.467812283	-0.673658191	0.673658191	0	8.85	0	0	0
2329	49.37	26.49	80	0.4040118	1.5143055	0.2009158	0.602002341	0	0	2.074971	0	29.53821973	263.4727062	3.206545846	0	3.08918322	7.635975056	1.34024599	0.270098507	1.070147484	2.467812283	-1.397664799	1.397664799	0	8.6	0	0	0
2330	44.45	26.49	80	0.4204223	1.6876108	0.2489485	0.707079115	0	0	2.229813	0	29.03770492	255.7309425	2.838197834	0	3.44272593	7.324174133	1.043250369	0.270098507	0.773151863	2.467812283	-1.69466042	1.69466042	0	8.65	0	0	0
2331	43.27	26.49	80	0.388774	1.6913918	0.1709353	0.59762414	0	0	2.324667	0	29.21337878	268.9169409	2.507345677	0	3.45043917	7.187480197	1.22969535	0.270098507	0.959596844	2.467812283	-1.508215439	1.508215439	0	8.8	0	0	0
2332	44.22	26.49	80	0.3396945	1.539438	0.1492333	0.464089082	0	0	3.209121	0	29.83462636	282.4274764	2.582120648	0	3.14045352	7.417059204	1.694485036	0.270098507	1.424386529	2.467812283	-1.043425754	1.043425754	0	8.6	0	0	0
2333	52.83	26.49	80	0.3341763	1.4716248	0.163947	0.404983394	0	0	2.844051	0	29.74878703	278.8166592	3.159621842	0	3.00211449	8.371090376	2.209354044	0.270098507	1.939255538	2.467812283	-0.528556746	0.528556746	0	8.3	0	0	0
2334	93.29	26.49	80	0.285537	1.5440203	0.1260325	0.374336	0	0	2.751078	0	28.89424245	246.7819816	4.249060667	0.022946844	3.14980131	9.724154785	2.302345965	0.270098507	2.032247459	2.467812283	-0.435564825	0.435564825	0	8.2	15.89405188	16.70499022	16.70499022
2335	130.23	26.49	80	0.1590128	1.3905938	0.0654738	0.400605194	0	0	2.164062	0	30.14859462	248.0011839	4.419959406	0.622863561	2.83681125	10.79779315	2.918158934	0.270098507	2.648060428	2.467812283	0.180248145	0	0.180248145	8.35	105.7115887	62.10676485	62.10676485
2336	138.01	52.99	80	0.0587508	1.287687	0.022782	0.402794294	0	0	2.405676	0	31.22127863	254.0463367	5.635757096	1.698113084	2.62688148	11.29857601	1.33782435	0.270098507	1.067725843	2.467812283	-1.40008644	1.40008644	0	8.95	237.8136274	99.96366987	99.96366987
2337	136.48	80.36	80	0.0247163	1.1948793	0.0102565	0.22328814	0	0	2.751228	0	33.01623741	254.9149787	5.404496531	3.078329799	2.43755367	11.30564196	0.385261955	0.270098507	0.115163449	2.467812283	-2.352648834	2.352648834	0	9.75	268.8678465	128.1804077	128.1804077
2338	132.57	159.84	20	0.0259373	1.2077905	0.013895	0.527572961	0	0	3.270714	0	29.10301456	272.2482396	5.121760443	4.449919284	2.46389262	11.09404899	-0.941523354	0	-0.941523354	0	-0.941523354	0.941523354	0	10.35	118.3519738	97.10484981	97.10484981
2339	133.77	159.84	20	0.021837	1.2014013	0.009709	0.97196015	0	0	2.967402	0	30.73055397	297.3798724	4.638865844	5.576876193	2.45085855	11.37810002	-1.288500568	0	-1.288500568	0	-1.288500568	1.288500568	0	11.3	106.2158473	95.99898811	95.99898811
2340	150.19	212.82	20	0.0325745	1.0309613	0.010915	0.956636448	0	0	2.842674	0	32.36770406	307.2784172	4.188698842	6.332143694	2.10316095	11.39287427	-1.231129216	0	-1.231129216	0	-1.231129216	1.231129216	0	12.4	340.8064894	156.9798944	156.9798944
2341	146.22	212.82	20	0.0543765	1.1684265	0.0289793	0.755239301	0	0	2.110242	0	32.11897512	309.4791965	3.918641988	6.377934732	2.38359006	10.97251472	-1.707652057	0	-1.707652057	0	-1.707652057	1.707652057	0	13.45	471.5873911	161.3547968	161.3547968
2342	127.27	186.33	20	0.0859975	1.5518665	0.0539503	0.755239301	0	0	2.777313	0	30.69535618	287.7874569	3.785780951	6.130796573	3.16580766	10.74589057	-2.336494618	0	-2.336494618	0	-2.336494618	2.336494618	0	14.45	292.2306453	137.5535713	137.5535713
2343	113.84	133.35	20	0.1332303	1.7185528	0.0689505	0.893152569	0	0	3.090378	0	29.78823496	288.8400355	3.329436886	5.597000173	3.50584761	10.81783474	-1.614449926	0	-1.614449926	0	-1.614449926	1.614449926	0	14.05	248.1083522	118.7522652	118.7522652
2344	106.57	106.85	50	0.241457	1.6830098	0.0994695	0.941312756	0	0	2.706063	0	28.58841986	280.7880271	3.202861282	4.57500711	3.43333989	10.80627229	-0.404935996	0	-0.404935996	0	-0.404935996	0.404935996	0	12.5	118.249428	80.1156474	80.1156474
2345	116.78	133.35	50	0.3884608	1.5425365	0.1716863	0.803399488	0	0	3.2403	0	32.94132059	250.0027358	3.876594613	3.151019688	3.14677446	10.87461925	0.700230493	0.270098507	0.430131987	2.467812283	-2.037680297	2.037680297	0	12.1	103.8718426	59.31073158	59.31073158
2346	145.42	159.84	50	0.481299	1.327884	0.3694438	0.801210387	0	0	3.332628	0	31.75853923	246.0262594	4.411398213	1.624518012	2.70888336	10.5452177	1.800418116	0.270098507	1.53031961	2.467812283	-0.937492674	0.937492674	0	11.55	19.34873404	32.49944183	32.49944183
2347	172.6	159.84	80	0.4281383	1.1604718	0.6045038	0.496925567	0	0	2.489199	0	30.28973971	247.3508694	5.264483106	0.394902207	2.36736237	10.52967262	2.502924938	0.270098507	2.232826431	2.467812283	-0.234985852	0.234985852	0	9.8	0	0	0
2348	168.71	106.85	80	0.4396565	1.1331623	0.6751323	0.278015627	0	0	1.650366	0	29.69339006	243.0497793	5.597069176	0.031177472	2.31165099	10.28570478	2.345807141	0.270098507	2.075708634	2.467812283	-0.392103649	0.392103649	0	8.35	0	0	0
2349	156.56	106.85	100	0.5647818	1.0966613	0.7102915	0.245179133	0	0	1.632477	0	30.07527952	258.2035938	5.083072523	0	2.23718895	9.519370825	2.199109352	0.270098507	1.929010845	2.467812283	-0.538801438	0.538801438	0	7.5	0	0	0
2350	136.23	52.99	100	0.6306503	1.1521863	0.81973	0.186073455	0	0	2.148378	0	30.24291381	299.8035304	4.463849063	0	2.35045995	9.139865293	2.32555628	0.270098507	2.055457773	2.467812283	-0.41235451	0.41235451	0	6.95	0	0	0
2351	100.64	52.99	80	0.5794043	1.1568895	0.8921173	0.190451646	0	0	2.214303	0	31.05774041	314.251512	3.277961362	0	2.36005458	8.431729039	2.793713097	0.270098507	2.523614591	2.467812283	0.055802307	0	0.055802307	6.4	0	0	0
2352	66.86	26.49	80	0.628568	1.2782288	1.0755878	0.216720839	0	0	1.733301	0	30.88847165	306.4280975	2.826277186	0	2.60758665	8.070209551	2.636345715	0.270098507	2.366247209	2.467812283	-0.101565075	0.101565075	0	5.95	0	0	0
2353	56.52	26.49	80	0.6629218	1.3402985	1.0677693	0.273637427	0	0	1.577589	0	30.83649793	304.5491924	2.521000237	0	2.73420894	7.653061798	2.397852621	0.270098507	2.127754115	2.467812283	-0.340058169	0.340058169	0	5.65	0	0	0
2354	46.63	26.49	80	0.5244003	1.2458285	0.9308098	0.284582928	0	0	2.131038	0	31.3289256	314.57214	2.518507738	0	2.54149014	7.44545146	2.385453582	0.270098507	2.115355075	2.467812283	-0.352457208	0.352457208	0	6.1	0	0	0
2355	43.95	52.99	80	0.4495845	0.9073253	1.0733998	0.323986714	0	0	1.623504	0	32.88495631	326.9952736	2.523601105	0	1.85094351	7.442625081	3.068080466	0.270098507	2.797981959	2.467812283	0.330169676	0	0.330169676	6.95	0	0	0
2356	43.32	52.99	80	0.3586858	0.8586605	1.3149543	0.475034574	0	0	1.361565	0	32.78745091	337.5426527	2.760496885	0	1.75166742	7.672075616	3.159911311	0.270098507	2.889812805	2.467812283	0.422000521	0	0.422000521	7.15	0	0	0
2357	45.33	106.85	80	0.2371403	0.7454265	1.4826235	0.707079115	0	0	1.082313	0	32.1633359	291.0262913	2.751393845	0	1.52067006	8.626492203	4.354428298	0.270098507	4.084329792	2.467812283	1.616517509	0	1.616517509	7	0	0	0
2358	58.8	159.84	80	0.1835523	0.6648355	1.5935658	0.858126975	0	0	0.385545	0	31.58153314	272.5136538	3.835847672	0.041969674	1.35626442	9.686641036	4.45255927	0.270098507	4.182460764	2.467812283	1.71464848	0	1.71464848	7.1	15.44997242	16.2277697	16.2277697
2359	93.62	266.69	80	0.090981	0.5595253	1.5187145	0.974149241	0	0	0.487815	0	32.60216755	255.5415172	4.852678915	0.800610614	1.14143151	10.71402957	3.919308535	0.270098507	3.649210029	2.467812283	1.181397745	0	1.181397745	7.6	66.7252782	52.71043824	52.71043824
2360	130.18	266.69	60	0.0230713	0.4036545	1.5510865	1.12081891	0	0	0.35313	0	35.39073131	273.2674046	5.113849468	2.297824502	0.82345518	11.21429855	2.979169395	0.270098507	2.709070889	2.467812283	0.241258605	0	0.241258605	8.8	156.7021974	93.04472461	93.04472461
2361	150.96	212.82	30	0.010727	0.3061155	1.513072	0.67205352	0	0	0.291627	0	37.70010057	284.7290492	4.916942043	4.295422357	0.62447562	11.33146478	1.494624756	0.270098507	1.224526249	2.467812283	-1.243286034	1.243286034	0	9.9	363.4327126	128.9866214	128.9866214
2362	163.92	133.35	30	0.0186568	0.1733308	1.522991	0.566976755	0	0	0.066867	0	39.72246311	311.2876915	4.432096793	6.195433137	0.35359473	11.48113436	0.500009698	0.270098507	0.229911191	2.467812283	-2.237901092	2.237901092	0	11.25	525.107065	142.5897637	142.5897637
2363	172.5	106.85	30	0.0131353	0.0573383	1.450521	0.763995702	0	0	0.098541	0	37.63651506	289.4296376	3.868250159	7.586777998	0.11697003	11.4905128	-0.081485392	0	-0.081485392	0	-0.081485392	0.081485392	0	13.1	476.8258044	161.6839259	161.6839259
2364	182.09	159.84	30	0.0069835	0.0145693	1.1898638	1.061713222	0	0	0.089181	0	38.80932041	293.4629611	3.445934124	8.376862365	0.02972127	10.93731347	-0.915204294	0	-0.915204294	0	-0.915204294	0.915204294	0	14.35	406.8144376	161.6495274	161.6495274
2365	178.15	212.82	30	0.0084618	0.0076808	1.382071	1.383510835	0	0	0.011424	0	39.070314	328.2217377	3.336047427	8.552747728	0.01566873	10.7325295	-1.17193438	0	-1.17193438	0	-1.17193438	1.17193438	0	14.25	357.6771733	152.0877645	152.0877645
2366	161.91	133.35	30	0.0112403	0.0072618	1.5081963	1.486398509	0	0	0.00075	0	38.85050706	335.0999557	3.369100132	8.203183968	0.01481397	10.57643634	-1.010661733	0	-1.010661733	0	-1.010661733	1.010661733	0	13.95	505.1770963	140.5799272	140.5799272
2367	149.26	79.48	30	0.0202788	0.0183763	1.5114195	1.906705605	0	0	0.00075	0	38.28310829	337.5785034	3.33084569	7.235133251	0.03748755	10.05304245	-0.55042404	0	-0.55042404	0	-0.55042404	0.55042404	0	14.5	509.0276992	98.54746617	98.54746617
2368	147.1	79.48	30	0.047508	0.0460478	1.478662	2.372983778	0	0	0.048015	0	41.5673753	351.7273499	3.348618292	5.711692398	0.09393741	9.777470559	0.623222459	0.270098507	0.353123953	2.467812283	-2.114688331	2.114688331	0	14.85	326.4240944	81.8929807	81.8929807
2369	160	133.35	30	0.1182965	0.0512338	1.5885408	2.309499899	0	0	0.076416	0	39.75885779	344.3463566	4.070901169	3.837945909	0.10451685	10.0637056	2.050341677	0.270098507	1.780243171	2.467812283	-0.687569113	0.687569113	0	14.75	135.0875292	58.66206372	58.66206372
2370	183.99	159.84	80	0.192039	0.0744928	1.5872563	1.900138304	0	0	0.062571	0	36.70770126	318.9481029	4.684814523	1.957965791	0.15196521	10.1774031	3.382657575	0.270098507	3.112559068	2.467812283	0.644746785	0	0.644746785	13.95	25.01842195	51.10508423	51.10508423
2371	198.83	159.84	80	0.2845413	0.1595533	1.723168	1.788494229	0	0	0.199773	0	33.56687065	310.3233548	5.533564634	0.492475284	0.32548863	10.0660181	3.714489548	0.270098507	3.444391041	2.467812283	0.976578758	0	0.976578758	12.6	0	0	0
2372	181.08	133.35	80	0.448281	0.3206765	1.7972475	1.536747796	0	0	0.772287	0	32.23406047	315.4252186	5.767859545	0.037443762	0.65418006	10.01591412	3.556430749	0.270098507	3.286332243	2.467812283	0.818519959	0	0.818519959	11	0	0	0
2373	147.9	106.85	80	0.538957	0.432248	1.836933	1.446994723	0	0	0.904557	0	32.25464633	334.9814772	5.329938299	0	0.88178592	9.537228397	3.325504179	0.270098507	3.055405672	2.467812283	0.587593389	0	0.587593389	10.05	0	0	0
2374	139.12	52.99	80	0.4864568	0.607855	1.8403173	1.624311777	0	0	0.788289	0	31.99719735	330.9617118	4.329254114	0	1.2400242	9.26191345	3.692635136	0.270098507	3.422536629	2.467812283	0.954724346	0	0.954724346	9.4	0	0	0
2375	116.96	52.99	80	0.3848773	0.8824298	1.824205	1.731577642	0	0	0.992397	0	32.36948812	318.8328604	2.917524325	0	1.80015669	7.979893915	3.2622129	0.270098507	2.992114393	2.467812283	0.52430211	0	0.52430211	8.55	0	0	0
2376	73.44	26.49	80	0.1405403	0.9728238	1.8334898	1.665904663	0	0	1.691754	0	32.55732711	313.0665517	2.596642165	0	1.98456045	7.524590054	2.943387439	0.270098507	2.673288933	2.467812283	0.20547665	0	0.20547665	8.15	0	0	0
2377	84.61	26.49	80	0.0681465	0.9431328	1.7708885	1.595853483	0	0	1.326519	0	32.99369046	309.5475634	2.585154995	0	1.92399081	6.975887235	2.46674143	0.270098507	2.196642923	2.467812283	-0.27116936	0.27116936	0	8.15	0	0	0
2378	62.44	26.49	80	0.070686	0.9938978	1.8648475	1.357241642	0	0	1.158339	0	32.68459629	305.0086946	2.584504778	0	2.02755141	6.828787088	2.2167309	0.270098507	1.946632393	2.467812283	-0.52117989	0.52117989	0	8.25	0	0	0
2379	49.07	52.99	80	0.0682698	1.1136773	1.8445378	1.49734401	0	0	0.832161	0	31.98802565	307.3509875	2.583421083	0	2.27190159	6.511590351	1.656267679	0.270098507	1.386169172	2.467812283	-1.081643111	1.081643111	0	8.3	0	0	0
2380	44.45	52.99	80	0.0697263	1.1582038	1.7656658	1.810385223	0	0	0.52839	0	31.72826206	315.4607333	2.595016622	0	2.36273565	6.806433004	1.848680732	0.270098507	1.578582226	2.467812283	-0.889230057	0.889230057	0	8.5	0	0	0
2381	43.34	106.85	80	0.0585525	1.0798535	1.708579	1.746901344	0	0	0.119781	0	31.87399295	283.8873524	2.629911608	0	2.20290114	7.817120215	2.984307467	0.270098507	2.71420896	2.467812283	0.246396677	0	0.246396677	8.45	0	0	0
